X,Y,Z,Label
-6,-2,-1,pothole
3,12,-2,pothole
9,12,-1,pothole
-2,0,0,pothole
8,-5,-2,pothole
11,-11,-1,pothole
8,-2,-3,pothole
-4,13,-4,pothole
16,10,-1,pothole
10,4,-1,pothole
15,-8,0,pothole
4,-7,-1,pothole
5,-1,-2,smooth
14,7,-1,smooth
-10,9,-3,smooth
0,-1,-1,smooth
4,-12,-2,smooth
2,2,-4,smooth
5,-5,-4,smooth
12,1,-4,smooth
6,0,-4,smooth
18,-8,-4,smooth
-6,-6,-5,pothole
10,-11,-5,pothole
7,5,-7,pothole
7,0,-5,pothole
5,-4,-4,pothole
-5,-18,-3,pothole
4,1,-4,pothole
7,10,-3,pothole
-18,9,-5,pothole
3,6,-3,pothole
15,-3,1,smooth
16,-10,-1,smooth
5,-6,-1,smooth
10,11,-2,smooth
3,12,-1,smooth
3,8,-1,smooth
-5,10,-1,smooth
9,3,2,smooth
3,0,2,pothole
16,-2,3,pothole
1,11,-1,pothole
18,4,2,pothole
6,7,1,pothole
14,6,1,pothole
10,13,-2,pothole
-2,10,1,pothole
1,-16,5,pothole
0,-18,5,pothole
6,-7,0,pothole
2,7,1,pothole
5,0,-2,pothole
17,1,2,pothole
12,27,-4,pothole
4,6,2,pothole
1,-20,3,pothole
19,-13,3,pothole
12,-9,0,pothole
-6,2,-1,pothole
12,8,-1,pothole
15,5,0,pothole
12,4,-1,pothole
15,-10,-3,pothole
12,11,-2,pothole
7,-6,-1,pothole
-6,-11,1,pothole
20,10,-1,pothole
18,-1,-2,pothole
20,-14,2,pothole
12,-10,-1,pothole
15,2,-3,pothole
16,8,-4,pothole
13,3,-4,pothole
12,1,-2,pothole
-4,-3,-2,pothole
0,-7,-3,pothole
28,-10,0,pothole
23,-2,-2,pothole
9,7,-4,pothole
26,1,-2,pothole
18,-3,-2,pothole
-16,-1,-2,pothole
6,-13,1,smooth
19,-20,0,smooth
8,-7,-3,smooth
5,5,-3,smooth
1,7,0,smooth
2,6,-2,smooth
6,-9,2,smooth
15,-20,4,pothole
9,-14,3,pothole
23,12,0,pothole
4,14,0,pothole
14,8,2,pothole
23,2,1,pothole
7,7,-1,pothole
14,3,1,pothole
-16,0,1,pothole
-4,17,-1,pothole
12,-19,-1,pothole
15,-8,-1,pothole
10,10,-2,pothole
12,12,-2,pothole
8,-3,-1,pothole
4,-17,-1,pothole
4,-1,-1,pothole
-3,-5,-2,pothole
5,-5,-1,pothole
16,-13,-1,pothole
1,5,-3,pothole
13,12,-4,pothole
18,6,1,pothole
15,-11,1,pothole
6,-12,-1,pothole
15,8,-6,pothole
5,14,-5,pothole
-5,10,-2,pothole
-4,-1,-1,pothole
12,-23,2,pothole
-1,-8,-2,pothole
7,16,-5,pothole
21,23,-3,pothole
3,13,-2,pothole
-7,-15,2,pothole
6,-28,2,pothole
17,-15,-1,pothole
6,6,-3,pothole
0,8,-3,pothole
15,15,-4,pothole
9,-5,-2,pothole
-9,-9,-2,pothole
12,-10,-1,pothole
3,-15,-1,pothole
16,-18,-3,pothole
25,6,-7,pothole
13,9,-4,pothole
2,-6,-4,pothole
2,1,-4,pothole
21,-7,-3,pothole
12,9,-2,pothole
7,6,-2,pothole
16,-7,2,pothole
35,-15,2,pothole
10,-6,0,pothole
-6,13,0,pothole
10,10,0,pothole
14,-4,3,pothole
15,-8,3,pothole
10,-9,3,pothole
1,5,0,pothole
16,10,1,pothole
6,6,2,pothole
-5,6,1,pothole
14,0,2,pothole
2,-2,2,pothole
14,-1,2,pothole
10,-4,1,pothole
6,-1,0,pothole
6,13,-1,pothole
24,-10,2,pothole
3,11,0,pothole
11,-1,3,pothole
-1,5,-1,pothole
9,2,0,pothole
0,1,-1,pothole
14,1,-2,pothole
15,-6,-3,pothole
18,-6,-2,pothole
8,-9,-3,pothole
18,-5,-2,pothole
-5,-2,-6,pothole
13,7,-4,pothole
6,5,-2,pothole
3,-8,2,pothole
21,-13,-1,pothole
0,4,-2,pothole
-2,4,-4,pothole
0,5,-1,pothole
-3,2,1,pothole
10,-22,4,pothole
19,-9,1,pothole
-6,6,-3,pothole
3,9,-1,pothole
22,9,-1,pothole
1,-3,2,pothole
12,-19,4,pothole
6,7,0,pothole
-5,8,0,pothole
-10,12,0,pothole
8,9,0,pothole
-8,-6,2,pothole
-1,-7,0,pothole
-1,13,0,pothole
23,3,2,pothole
-15,5,0,pothole
5,-8,1,pothole
28,-19,5,pothole
10,1,2,pothole
11,14,-1,pothole
7,12,2,pothole
17,-9,3,pothole
-9,-4,3,pothole
8,-4,2,pothole
-6,3,0,pothole
-6,10,-1,pothole
6,14,0,smooth
9,-1,2,smooth
15,-18,4,smooth
9,-23,-1,pothole
12,8,-8,pothole
4,8,-8,pothole
14,13,-4,pothole
12,7,-4,pothole
51,-10,0,pothole
27,-21,-2,pothole
6,1,-8,smooth
27,-4,-7,smooth
14,2,-5,smooth
-1,-8,-6,smooth
-2,-7,-7,smooth
25,8,-7,smooth
19,3,-4,smooth
3,2,-2,smooth
7,-1,-2,smooth
5,-10,-2,smooth
-2,8,-4,smooth
2,7,-1,smooth
13,-3,0,pothole
3,-4,0,pothole
12,-1,0,pothole
8,-4,2,pothole
6,-1,5,pothole
25,4,4,pothole
16,-1,6,pothole
-4,1,2,smooth
6,9,5,smooth
-10,9,2,smooth
2,17,3,smooth
7,13,3,smooth
-5,7,7,smooth
7,-11,7,smooth
9,-16,6,smooth
-2,-4,3,smooth
8,15,-1,smooth
22,20,-1,smooth
9,-8,3,pothole
5,-19,2,pothole
1,-17,0,pothole
12,3,-4,pothole
-3,-2,-5,pothole
0,12,-4,pothole
11,-6,-3,pothole
8,4,-2,smooth
13,-5,-3,smooth
10,1,-3,smooth
4,3,-3,smooth
14,1,-1,pothole
14,2,-1,pothole
-2,-16,0,pothole
12,1,0,pothole
10,6,-3,pothole
16,8,-2,pothole
27,-5,1,pothole
19,-17,2,pothole
11,-13,-4,pothole
6,4,-4,pothole
10,4,-3,pothole
17,-7,-4,pothole
2,-14,-3,pothole
21,0,-7,smooth
7,1,-7,smooth
2,5,-4,smooth
-2,-18,-3,pothole
7,-11,-4,pothole
16,5,-6,pothole
13,17,-3,pothole
11,-7,0,pothole
17,-13,0,pothole
-1,-11,-1,pothole
2,13,-4,pothole
8,-3,1,smooth
9,-6,2,smooth
19,-3,1,smooth
18,12,2,smooth
3,11,4,smooth
16,-2,5,smooth
17,-7,7,smooth
-5,9,4,smooth
13,12,4,smooth
2,15,4,smooth
16,2,6,smooth
12,5,4,smooth
26,9,5,smooth
0,-8,2,smooth
-3,0,0,smooth
-6,16,2,smooth
0,2,1,smooth
14,4,0,smooth
8,2,0,smooth
15,-7,1,smooth
23,1,-2,smooth
8,-3,-2,smooth
14,3,-4,smooth
10,7,-5,smooth
20,-4,-2,smooth
13,4,-2,smooth
0,-2,-4,smooth
12,-8,-1,smooth
2,1,-5,smooth
2,-7,-3,smooth
1,1,-3,smooth
6,-2,-3,smooth
18,1,-2,smooth
-1,-7,-3,smooth
6,6,-4,smooth
9,-2,-2,smooth
5,0,-3,smooth
-1,10,-4,smooth
5,-3,-3,smooth
11,-5,0,smooth
9,0,0,smooth
1,-9,0,smooth
7,4,-2,smooth
2,5,-1,smooth
-2,4,-2,smooth
15,-10,2,smooth
-4,-11,2,smooth
2,-6,0,smooth
20,9,-1,smooth
10,21,-2,smooth
17,12,-1,pothole
0,-4,1,pothole
11,-16,3,pothole
5,3,-2,pothole
5,0,-4,smooth
6,12,-4,smooth
15,17,-4,smooth
2,-3,-2,smooth
-5,-11,-2,smooth
7,-6,-2,smooth
3,-2,-2,smooth
5,-4,-3,smooth
19,-2,1,smooth
0,-7,-1,smooth
17,-4,1,smooth
17,-1,0,smooth
2,-1,-2,smooth
24,-3,1,smooth
21,-11,0,smooth
-2,-12,-3,smooth
0,-10,-1,smooth
14,-9,2,smooth
6,-6,-3,smooth
23,3,0,pothole
-1,-4,0,pothole
0,7,-2,pothole
24,4,2,pothole
18,-12,4,pothole
7,-10,3,pothole
10,10,1,pothole
-5,15,0,pothole
-10,-14,3,pothole
9,5,4,smooth
8,-3,4,smooth
5,9,6,smooth
10,18,4,smooth
7,2,3,smooth
4,5,2,smooth
1,13,0,smooth
20,6,3,smooth
5,-11,1,pothole
17,4,0,pothole
1,20,-5,pothole
4,16,-1,pothole
12,1,3,pothole
3,-3,-2,pothole
22,4,2,pothole
0,-5,1,pothole
12,-13,6,pothole
-9,6,0,pothole
4,10,-1,smooth
3,0,-3,smooth
26,-1,2,pothole
-2,5,1,pothole
8,23,-1,pothole
11,-1,2,pothole
-8,-10,-1,pothole
1,7,-1,smooth
-3,0,0,smooth
22,-4,2,smooth
26,-7,2,smooth
31,9,-1,smooth
9,3,0,smooth
0,-16,2,smooth
-3,-6,-4,smooth
15,-4,1,smooth
18,7,0,smooth
25,3,2,smooth
19,6,-3,smooth
0,12,-3,smooth
14,2,-1,smooth
20,14,-3,smooth
19,5,-3,smooth
14,3,-5,smooth
5,1,-5,smooth
-9,-4,-5,smooth
-6,12,-6,smooth
15,3,-7,smooth
6,-9,-4,smooth
18,-11,-5,smooth
26,-8,-8,smooth
7,-3,-5,smooth
16,-10,-5,smooth
4,-9,-5,smooth
7,0,-4,smooth
26,-8,-4,smooth
13,-8,-3,smooth
8,5,-5,smooth
-5,-1,-5,smooth
4,-7,-4,smooth
17,-8,-5,smooth
8,18,-5,smooth
14,11,-3,smooth
19,-8,0,smooth
22,3,1,smooth
2,2,-3,smooth
5,3,-1,smooth
6,0,1,smooth
9,1,2,smooth
-1,8,3,smooth
16,11,3,smooth
11,6,3,smooth
6,-2,6,smooth
13,-3,5,smooth
25,-2,5,smooth
7,6,4,smooth
-2,0,3,smooth
14,-3,5,smooth
-5,-1,5,smooth
11,5,5,smooth
18,1,4,smooth
8,3,5,smooth
12,-2,5,smooth
17,19,4,smooth
28,7,4,smooth
11,-2,2,smooth
9,-4,-1,smooth
5,0,2,smooth
-5,12,-3,smooth
-6,11,-5,smooth
-18,1,-1,smooth
19,-13,2,smooth
11,-5,-1,smooth
5,20,-7,smooth
5,13,-5,smooth
2,-9,-3,smooth
22,-25,0,smooth
10,-16,-4,smooth
18,4,-9,smooth
4,7,-10,pothole
-2,7,-8,pothole
23,-1,-6,pothole
10,-2,-7,pothole
16,-8,-5,smooth
5,-16,-7,smooth
16,-4,-9,smooth
10,0,-7,smooth
6,-6,-5,smooth
11,-19,-4,smooth
26,-15,-2,smooth
21,-1,-4,smooth
11,8,-1,smooth
6,-4,1,smooth
3,3,3,smooth
15,-1,3,smooth
17,5,4,smooth
9,6,4,smooth
2,0,4,smooth
-1,7,3,smooth
14,8,5,smooth
13,-1,6,smooth
22,0,6,smooth
11,0,5,smooth
17,-1,7,smooth
-12,9,2,smooth
6,4,3,smooth
16,-6,4,smooth
-5,-2,3,smooth
-6,8,-1,smooth
12,-4,2,smooth
12,7,1,smooth
6,7,0,smooth
-1,-7,1,smooth
-6,3,-3,smooth
19,-4,2,smooth
15,-7,-3,smooth
