X,Y,Z,Label
6,-3,1,smooth
5,-5,0,smooth
8,0,1,smooth
9,1,1,smooth
7,1,0,smooth
9,5,1,smooth
10,3,1,smooth
14,-1,0,smooth
6,4,0,smooth
7,-5,1,smooth
10,-5,0,smooth
0,-3,1,smooth
9,-1,1,smooth
3,-3,-1,smooth
0,-2,0,smooth
6,-3,0,pothole
6,-2,0,pothole
10,-5,2,pothole
10,-7,0,pothole
8,2,-2,smooth
8,7,-1,smooth
12,-8,1,smooth
11,-6,0,smooth
8,-7,0,smooth
6,-9,0,smooth
7,-2,-3,smooth
2,2,0,smooth
12,-5,-1,smooth
9,-5,-1,smooth
6,4,-1,smooth
8,0,-1,smooth
6,-6,0,smooth
9,-7,-1,smooth
2,3,-1,smooth
2,5,-3,smooth
7,4,-1,smooth
8,-4,0,smooth
19,0,-1,smooth
2,-3,0,smooth
16,-5,-1,smooth
10,0,-4,smooth
14,-6,-1,smooth
6,-8,-2,pothole
1,0,-3,pothole
4,2,-1,pothole
11,-8,-1,pothole
11,-7,-2,smooth
15,-4,-1,smooth
9,-5,-3,smooth
10,-4,-2,smooth
12,-4,-3,smooth
10,-3,-1,smooth
11,-3,-2,smooth
14,0,-2,smooth
8,3,-1,smooth
9,-3,-3,smooth
15,-8,-3,smooth
13,6,-1,smooth
5,5,-2,smooth
11,-5,-1,smooth
16,-10,-2,smooth
11,-13,-2,smooth
15,-8,-1,smooth
11,-12,-2,smooth
14,-9,0,smooth
11,-8,-2,smooth
5,-7,-3,smooth
6,4,-2,smooth
2,0,-2,pothole
1,0,-2,pothole
6,3,-1,pothole
8,6,-1,pothole
5,8,-2,pothole
8,-5,-2,pothole
10,-6,-1,pothole
13,2,0,pothole
13,3,-1,pothole
13,-2,-1,pothole
9,-4,-1,smooth
17,-9,2,smooth
13,-12,2,pothole
8,-17,2,pothole
3,-4,-1,pothole
5,1,-1,pothole
6,0,1,pothole
0,-2,0,pothole
8,3,1,pothole
4,5,0,pothole
-1,9,1,pothole
11,-1,4,pothole
9,-6,5,pothole
15,-2,2,pothole
8,7,1,pothole
5,5,3,pothole
5,-11,5,pothole
12,-11,5,pothole
14,-6,3,pothole
8,4,1,pothole
9,0,3,pothole
7,2,3,pothole
17,-3,3,pothole
2,0,3,pothole
0,-3,1,pothole
2,-6,2,pothole
9,0,1,pothole
8,6,-2,pothole
10,5,0,pothole
6,-4,1,pothole
7,-5,1,pothole
8,-1,1,pothole
13,-1,-1,pothole
11,-4,0,pothole
5,3,-1,pothole
2,4,-1,pothole
12,-1,0,pothole
6,2,0,pothole
4,-2,-1,pothole
2,2,0,pothole
3,3,0,pothole
1,4,-1,pothole
9,-2,1,pothole
10,-8,1,pothole
6,-8,2,pothole
10,-8,1,pothole
5,-2,-1,smooth
6,4,1,smooth
6,1,0,smooth
12,-2,0,smooth
15,-2,-1,smooth
7,2,0,smooth
7,6,0,smooth
8,1,-1,smooth
8,-2,0,smooth
8,-3,0,pothole
11,-2,0,pothole
14,-4,1,pothole
7,-5,1,smooth
7,-10,1,smooth
9,-1,-1,smooth
9,6,-2,smooth
15,-4,-1,smooth
12,-5,-1,pothole
12,-7,-1,pothole
21,-5,-1,pothole
16,0,-1,pothole
3,6,-1,pothole
4,1,0,smooth
5,-16,0,smooth
9,-12,0,smooth
4,-12,-2,smooth
9,-2,-3,pothole
3,6,-4,pothole
2,2,-2,pothole
4,3,-4,pothole
5,7,-3,pothole
3,6,-4,pothole
7,-2,-4,pothole
3,3,-4,smooth
7,0,-3,smooth
-5,-4,-4,smooth
4,-6,-4,smooth
2,-3,-5,smooth
8,-4,-4,pothole
4,-1,-5,pothole
-1,2,-5,pothole
7,0,-4,pothole
5,-8,-3,pothole
7,-3,-3,pothole
11,-8,-4,pothole
4,2,-4,smooth
2,3,-4,smooth
11,-2,-3,smooth
15,-4,-3,smooth
12,-4,-4,smooth
12,1,-4,smooth
16,1,-3,smooth
6,4,-4,smooth
3,8,-3,pothole
9,3,-2,pothole
2,-1,-2,smooth
6,-7,0,smooth
10,-7,-2,smooth
6,-5,-1,smooth
10,3,-2,smooth
7,-2,-2,smooth
10,1,0,smooth
12,-7,1,smooth
5,-3,-1,smooth
1,2,0,smooth
7,6,-1,smooth
4,3,0,smooth
10,1,0,smooth
10,-1,-1,smooth
5,-3,0,smooth
5,0,0,smooth
11,-1,0,smooth
5,-1,0,smooth
5,1,0,smooth
0,4,0,smooth
8,0,0,smooth
-3,-4,1,smooth
5,-3,2,smooth
7,-6,1,smooth
8,1,0,smooth
5,9,-2,smooth
6,8,0,pothole
4,-1,1,pothole
3,-4,1,pothole
2,-3,2,pothole
8,-2,1,pothole
12,1,0,pothole
-1,2,1,smooth
5,1,0,smooth
17,-1,1,smooth
10,0,1,smooth
8,0,1,smooth
12,-3,1,smooth
5,-5,1,smooth
2,5,1,smooth
11,7,0,smooth
5,1,1,smooth
2,-2,2,smooth
5,-4,1,smooth
11,-4,1,smooth
10,6,-2,smooth
13,3,0,smooth
11,-2,1,smooth
-1,-1,0,smooth
-3,6,0,smooth
6,4,0,smooth
4,-3,1,smooth
16,-2,0,smooth
4,1,-1,smooth
9,2,0,smooth
12,-1,-1,smooth
10,-8,0,smooth
8,-3,0,smooth
2,0,0,smooth
7,5,0,smooth
6,5,-1,smooth
9,2,-1,smooth
9,0,-1,smooth
8,-1,-1,smooth
5,2,-1,smooth
8,1,0,smooth
13,-5,-1,smooth
6,-4,0,smooth
3,-2,-1,smooth
2,4,-1,smooth
5,2,-1,smooth
10,-2,-1,smooth
12,-4,0,smooth
5,-6,0,smooth
7,-2,0,smooth
16,-4,0,smooth
6,-5,0,smooth
10,-7,1,smooth
6,-2,0,smooth
5,1,-1,smooth
7,8,-3,smooth
4,10,1,smooth
11,-2,0,smooth
8,-6,1,smooth
1,0,1,smooth
6,4,-1,smooth
10,3,-1,smooth
5,0,-1,pothole
7,-3,1,pothole
7,-6,-1,pothole
7,-2,0,pothole
13,-8,-1,pothole
16,-9,-1,pothole
-6,-10,-1,smooth
3,-1,-2,smooth
7,-4,-1,smooth
0,0,-2,smooth
14,-2,-2,smooth
8,-5,-1,smooth
15,-4,-1,smooth
6,2,-2,smooth
2,4,-3,smooth
2,1,-2,pothole
1,7,-3,pothole
2,1,-3,pothole
9,-6,0,pothole
9,-4,-1,pothole
13,-5,-1,pothole
13,-10,-1,pothole
6,-9,-1,pothole
8,-1,-2,smooth
2,-1,-2,smooth
11,2,-2,smooth
12,-8,0,smooth
-1,-3,-2,smooth
3,1,-2,smooth
8,-4,-1,smooth
8,-2,-1,smooth
5,-1,-3,smooth
0,1,-1,smooth
9,-4,-1,smooth
3,-1,-2,smooth
0,-4,0,smooth
10,-4,0,smooth
9,-5,-2,smooth
7,1,-1,smooth
8,1,-2,smooth
10,-1,-1,smooth
10,1,-1,smooth
12,-4,0,smooth
10,-3,-1,smooth
4,-3,-1,smooth
14,-1,-2,smooth
4,1,-1,smooth
7,-4,0,smooth
0,0,-2,smooth
8,2,-1,smooth
15,-5,0,smooth
9,-7,0,smooth
2,-3,-1,smooth
11,-5,-1,smooth
7,0,-1,smooth
6,0,-1,smooth
3,-1,-1,smooth
6,0,-1,smooth
6,-5,0,smooth
9,6,-1,smooth
9,-1,-2,smooth
6,-2,0,smooth
12,-3,0,smooth
4,-4,-1,smooth
0,-4,0,smooth
4,-5,-1,smooth
9,-4,0,smooth
6,-4,-1,smooth
9,-1,-1,smooth
11,-3,-1,smooth
1,0,-1,smooth
11,-3,0,smooth
6,0,0,smooth
9,-3,0,smooth
3,0,-1,smooth
13,0,0,smooth
4,-2,-1,smooth
8,0,-1,smooth
4,2,-1,smooth
4,3,0,smooth
7,-8,1,smooth
8,-7,0,smooth
8,-2,-1,smooth
4,1,-1,pothole
6,-3,0,pothole
3,-5,-1,pothole
7,3,-1,pothole
14,2,-2,pothole
5,5,-2,pothole
5,-1,0,smooth
6,-5,-1,smooth
6,-2,0,smooth
11,-2,0,smooth
9,-4,0,smooth
-1,-7,0,smooth
4,-7,1,smooth
11,-7,-1,smooth
11,-4,-2,pothole
9,2,-2,pothole
8,-3,0,pothole
8,-5,-1,pothole
7,6,-1,pothole
6,6,-3,pothole
3,4,0,pothole
9,-2,0,pothole
10,-4,-1,smooth
6,-4,0,smooth
13,-8,-1,smooth
6,-1,-2,smooth
7,5,-2,smooth
5,-1,-2,smooth
1,5,-1,smooth
10,3,0,smooth
9,-5,0,smooth
11,-8,0,smooth
10,-8,-2,smooth
3,-2,-2,smooth
2,-2,-2,smooth
8,-7,-1,smooth
4,-3,-2,smooth
4,-2,-2,smooth
12,-6,-2,smooth
10,0,-2,smooth
10,2,-2,smooth
9,2,-4,smooth
1,9,-3,smooth
7,3,-2,pothole
2,0,-2,pothole
6,-1,-2,pothole
7,-3,-2,pothole
11,-6,0,pothole
7,-8,0,pothole
9,-12,0,pothole
13,-4,-1,pothole
4,-3,-2,pothole
14,0,-1,pothole
4,-1,-1,pothole
5,-5,0,smooth
10,0,-3,smooth
8,11,-3,smooth
17,8,0,smooth
9,-6,1,pothole
-1,1,-2,pothole
7,4,-2,pothole
3,4,1,pothole
-3,-14,1,pothole
11,-14,1,pothole
11,-9,0,pothole
7,5,-1,pothole
5,10,-2,pothole
-1,11,0,pothole
12,-5,2,pothole
8,1,1,pothole
-1,9,-1,pothole
5,3,1,pothole
7,-7,2,pothole
8,-2,1,pothole
1,7,0,pothole
10,1,1,pothole
9,-13,5,pothole
17,-8,2,pothole
7,-9,0,pothole
6,8,0,smooth
7,9,-1,smooth
-11,5,-1,smooth
0,0,2,smooth
12,-2,1,smooth
6,3,0,smooth
4,4,0,smooth
16,5,1,smooth
13,-2,0,smooth
5,5,1,pothole
1,2,0,pothole
-1,-5,1,pothole
7,-8,1,pothole
3,1,0,pothole
2,0,-1,pothole
2,0,0,pothole
17,-7,-1,pothole
2,0,-1,pothole
10,-2,-1,pothole
4,2,-1,smooth
2,1,-1,smooth
13,-3,-1,smooth
15,-1,-1,smooth
0,-1,-1,smooth
11,-6,-1,smooth
3,-2,-2,smooth
2,-2,-1,smooth
10,8,-2,smooth
14,9,-2,smooth
5,-2,0,smooth
4,-5,0,smooth
11,-7,-1,smooth
1,0,-1,smooth
8,0,-2,pothole
4,-1,-1,pothole
8,-1,-1,smooth
7,-2,-1,smooth
18,-1,-1,smooth
7,-1,-1,smooth
-1,2,-2,smooth
4,1,-1,smooth
4,5,-2,smooth
4,3,-1,smooth
6,-5,1,smooth
10,-3,0,smooth
18,-8,-1,smooth
6,2,-1,pothole
10,-3,-1,pothole
7,0,-1,pothole
4,2,0,pothole
7,-5,0,smooth
5,6,-1,smooth
11,2,-2,smooth
4,-1,-1,smooth
4,3,-1,smooth
11,-1,-1,smooth
7,-5,0,smooth
1,-5,-1,smooth
7,0,-1,smooth
4,0,-1,smooth
5,0,-1,smooth
8,0,-1,smooth
9,1,-2,smooth
-2,0,-2,smooth
13,1,-2,smooth
0,1,-2,smooth
15,6,-1,smooth
6,5,-2,smooth
3,0,-1,smooth
7,3,-2,smooth
2,-5,-1,smooth
9,0,-1,smooth
4,3,-2,smooth
2,-3,-2,pothole
8,0,-2,pothole
1,3,-2,pothole
7,-3,-2,smooth
4,0,-2,smooth
13,2,-2,smooth
3,-5,-2,smooth
10,0,-2,smooth
4,1,-3,smooth
7,2,-2,smooth
5,6,-3,smooth
9,-2,-2,smooth
7,-1,-2,smooth
7,-3,-2,smooth
4,0,-2,smooth
11,1,-3,smooth
6,-1,-3,smooth
12,2,-2,smooth
5,-1,-2,smooth
15,1,-2,smooth
7,2,-3,smooth
8,-1,-2,smooth
9,-2,-2,smooth
-3,4,-3,smooth
1,-2,-1,smooth
6,-3,-1,smooth
5,-8,-2,smooth
-1,-3,1,smooth
