X,Y,Z,Label
16,6,0,smooth
9,-2,-4,smooth
15,-3,1,smooth
11,1,0,smooth
13,-5,1,smooth
0,-1,-5,smooth
22,-14,-1,pothole
3,8,-2,pothole
13,-8,-1,smooth
-3,6,0,smooth
5,-2,-2,smooth
7,3,-1,smooth
7,0,-1,pothole
5,-1,0,pothole
1,-17,0,pothole
5,1,1,smooth
27,-4,-7,smooth
7,12,-1,pothole
2,-3,-3,smooth
12,6,1,smooth
12,-3,-1,smooth
11,-8,-1,smooth
14,4,-2,smooth
7,-13,1,smooth
16,-13,1,pothole
13,-8,3,smooth
5,4,-1,smooth
5,1,-2,smooth
3,-1,-1,smooth
9,-1,1,smooth
16,-6,5,pothole
5,10,-5,pothole
3,-1,0,pothole
9,-16,-26,smooth
20,-11,-4,pothole
-2,-18,-3,pothole
5,3,-2,smooth
3,-2,-3,smooth
1,1,-3,smooth
10,2,-1,smooth
4,0,-1,smooth
24,5,0,smooth
6,-3,0,smooth
4,-3,2,smooth
12,-8,-19,smooth
6,4,0,smooth
8,-1,1,pothole
-1,2,-5,smooth
14,1,0,smooth
5,0,0,pothole
5,1,-2,smooth
4,-1,-2,pothole
12,6,-1,smooth
12,4,-1,pothole
10,2,-1,smooth
2,1,1,smooth
12,-1,-1,smooth
-5,4,0,smooth
4,-8,2,pothole
9,0,-2,smooth
6,-3,0,pothole
3,7,-3,smooth
8,-4,-1,smooth
18,-7,-1,pothole
2,13,-1,smooth
25,2,1,smooth
7,-10,-3,smooth
14,2,-1,smooth
1,17,0,smooth
8,0,-1,smooth
-6,-5,0,smooth
15,-2,2,pothole
10,1,0,smooth
4,-5,0,smooth
8,2,0,smooth
5,-7,1,smooth
0,3,-2,smooth
16,1,-2,smooth
9,5,1,smooth
11,-3,2,smooth
11,5,-1,smooth
4,2,-1,smooth
23,9,-3,pothole
12,-2,-1,smooth
5,1,0,smooth
19,4,-2,smooth
-5,-10,1,pothole
3,-4,-1,smooth
-4,10,0,smooth
-4,-2,-4,pothole
5,1,0,pothole
7,-2,0,smooth
7,3,-4,pothole
7,13,-5,smooth
3,6,1,pothole
16,-2,1,smooth
15,-1,-1,smooth
-6,8,-1,pothole
9,-5,0,smooth
6,-1,0,smooth
-14,-2,-1,smooth
5,6,-2,smooth
17,-1,-1,smooth
2,-6,-1,smooth
18,-7,-4,smooth
1,3,-2,smooth
6,4,-3,smooth
13,4,-2,smooth
8,-6,-2,pothole
6,-1,-1,pothole
7,7,-2,pothole
11,-3,0,smooth
12,-3,-1,smooth
19,-3,-2,smooth
10,-3,1,smooth
11,-1,0,smooth
14,2,-1,smooth
17,-5,-1,pothole
10,-1,0,pothole
12,-2,5,smooth
10,-4,2,smooth
8,-4,0,pothole
12,3,0,smooth
12,-5,-5,smooth
14,0,-4,pothole
13,-1,0,smooth
7,1,-3,pothole
7,-4,-6,pothole
13,1,-1,smooth
15,-10,-3,smooth
5,2,0,smooth
13,1,-1,pothole
7,7,-3,smooth
6,4,-3,pothole
14,4,-3,smooth
9,-9,0,pothole
-6,-8,1,smooth
20,-2,0,smooth
18,-3,2,smooth
4,0,-1,smooth
5,8,-2,pothole
6,1,0,smooth
13,-5,2,smooth
13,7,0,pothole
10,-3,-2,smooth
9,0,1,pothole
6,0,-2,smooth
5,1,-1,smooth
8,2,-1,smooth
3,3,-3,pothole
7,-1,1,smooth
16,0,-2,pothole
13,-16,0,pothole
9,-1,-1,smooth
1,-4,-1,smooth
1,-7,-5,smooth
11,2,-2,smooth
1,-1,-1,smooth
17,-15,1,smooth
13,3,0,pothole
18,2,-5,pothole
12,-5,-1,smooth
2,7,0,pothole
12,5,-1,smooth
4,-1,1,smooth
2,-4,-1,smooth
-3,1,0,pothole
7,4,-1,smooth
18,-10,5,pothole
-5,5,1,pothole
4,9,0,pothole
6,-1,5,pothole
9,2,-2,smooth
8,3,-1,smooth
8,-5,-2,pothole
8,-13,1,pothole
9,-1,-1,smooth
15,1,1,pothole
11,9,0,pothole
25,-5,5,smooth
7,-8,0,pothole
6,-3,0,pothole
11,2,-2,smooth
11,-1,-1,smooth
1,-9,0,smooth
16,-7,-1,pothole
4,-7,-1,pothole
8,-4,-1,smooth
8,7,7,smooth
-1,-1,-1,smooth
9,-5,0,pothole
12,-8,0,smooth
4,0,-1,pothole
3,11,-3,smooth
7,-2,0,smooth
7,0,-1,pothole
12,-5,0,smooth
12,-4,-2,pothole
6,-4,-1,smooth
-7,7,7,smooth
16,0,-1,pothole
20,-6,0,pothole
7,16,-5,pothole
2,-5,-3,smooth
11,0,-2,smooth
1,1,-3,smooth
-1,-5,1,pothole
14,-2,1,smooth
9,-3,-1,pothole
4,-1,4,pothole
13,1,-2,smooth
15,-4,0,smooth
0,5,-3,smooth
9,3,4,smooth
8,5,-2,pothole
-3,2,-2,smooth
9,-7,0,smooth
13,-1,2,pothole
7,8,-2,pothole
6,4,0,pothole
7,7,-2,pothole
14,-2,-1,smooth
10,-2,-1,smooth
10,-2,0,pothole
16,-4,0,smooth
13,-4,-1,smooth
8,6,-1,pothole
7,-1,0,smooth
10,-7,-2,smooth
13,11,-5,smooth
1,13,-2,smooth
5,13,-2,pothole
2,-2,-2,smooth
6,11,-5,pothole
19,0,0,smooth
5,-1,0,smooth
3,15,0,pothole
10,-5,0,smooth
-1,-5,0,smooth
-2,8,-4,smooth
7,1,-1,smooth
4,-1,-1,smooth
3,1,-1,smooth
18,2,-2,pothole
11,7,0,smooth
9,-6,0,smooth
18,-2,0,pothole
16,-5,-24,smooth
12,-19,4,pothole
9,-1,1,smooth
1,2,-1,pothole
-1,0,2,smooth
2,7,1,pothole
19,1,-1,smooth
4,1,1,smooth
12,-5,-1,smooth
16,0,0,smooth
5,4,-3,smooth
5,-6,1,smooth
12,3,0,smooth
15,-3,0,smooth
7,-3,-11,pothole
9,-4,4,smooth
11,1,2,smooth
3,-2,-1,smooth
5,3,0,smooth
9,0,0,smooth
13,-1,0,smooth
6,7,2,pothole
5,-5,0,smooth
14,-4,-7,smooth
16,7,-1,smooth
14,6,-1,smooth
8,-3,-2,smooth
-1,-1,0,smooth
10,-2,2,smooth
10,-10,-3,smooth
3,-6,-2,smooth
4,3,4,smooth
21,-11,0,smooth
-1,-12,-3,smooth
10,-3,0,smooth
14,-3,-1,smooth
10,-12,2,smooth
1,-6,2,smooth
3,-4,-4,smooth
9,3,-2,smooth
8,-4,-5,smooth
4,-9,-1,pothole
5,-4,-7,smooth
10,0,4,smooth
11,-8,-1,pothole
1,1,-2,smooth
8,0,-1,smooth
3,7,0,smooth
15,-9,-9,smooth
-1,-1,-1,smooth
10,-3,1,smooth
12,5,-1,smooth
11,-5,-4,smooth
2,18,-5,pothole
12,-9,1,smooth
4,-3,-3,smooth
-9,3,-5,smooth
12,-24,-20,smooth
16,-6,1,smooth
6,2,1,smooth
4,3,-2,smooth
8,0,-3,pothole
9,-1,-1,smooth
6,7,-1,pothole
15,-1,-1,smooth
9,-1,0,smooth
23,-5,2,smooth
15,6,1,smooth
14,2,0,smooth
10,-4,-1,smooth
0,9,-2,pothole
4,7,0,pothole
13,6,-1,smooth
11,5,0,smooth
8,2,0,smooth
7,3,0,smooth
-2,1,0,smooth
1,2,-4,smooth
13,-10,-22,smooth
3,10,17,smooth
11,1,-1,smooth
9,-8,1,pothole
22,7,-1,smooth
23,3,0,pothole
4,2,-1,smooth
11,-8,-4,pothole
8,0,-3,pothole
12,0,-5,pothole
7,5,-2,smooth
9,4,-2,pothole
6,-2,-3,smooth
-3,4,1,smooth
14,1,-2,pothole
11,-5,-3,smooth
2,4,-2,smooth
5,-2,0,smooth
6,-1,5,smooth
14,2,2,smooth
13,-4,-1,pothole
18,-8,-1,smooth
3,-9,-2,smooth
1,-2,2,smooth
5,0,1,smooth
17,3,-3,smooth
2,6,-1,pothole
5,2,-5,pothole
8,0,-1,smooth
23,-1,-6,pothole
12,2,-2,smooth
8,1,-1,pothole
3,4,1,pothole
11,-2,-4,smooth
13,10,0,smooth
9,-2,0,smooth
14,2,-1,smooth
23,1,0,smooth
7,-4,-2,smooth
11,10,-3,smooth
4,1,-1,pothole
8,-4,0,pothole
9,-3,-1,pothole
8,-1,1,smooth
17,5,-1,pothole
7,5,-1,smooth
10,0,-4,pothole
-4,6,9,smooth
10,11,-3,smooth
-9,6,0,pothole
9,-5,-2,pothole
14,-4,-17,smooth
5,2,-3,smooth
-1,-8,-6,smooth
9,-5,0,smooth
0,3,-3,smooth
0,-4,1,smooth
17,-2,1,smooth
-1,0,-4,smooth
-2,5,1,smooth
21,-1,-1,smooth
7,4,-2,pothole
16,8,0,pothole
7,-1,0,pothole
8,0,-1,smooth
4,-5,1,smooth
1,-6,-1,smooth
12,-6,1,smooth
13,-5,-1,smooth
3,6,-4,pothole
10,4,-1,smooth
19,-6,-8,smooth
17,-9,2,smooth
13,-7,1,smooth
7,1,-7,smooth
11,2,-3,smooth
9,6,-1,smooth
8,-8,1,smooth
6,-2,1,smooth
11,4,0,pothole
23,5,-1,smooth
15,2,-1,smooth
7,1,1,pothole
2,-3,2,pothole
-6,3,-2,smooth
1,0,6,smooth
5,-12,-4,smooth
14,-3,-1,smooth
14,-6,-1,pothole
24,-10,5,smooth
10,4,-1,smooth
17,-3,4,smooth
8,2,-1,smooth
13,-6,-2,smooth
2,-1,-3,smooth
4,-3,-1,smooth
11,2,-1,pothole
13,-5,-1,smooth
9,-10,0,pothole
5,14,-5,pothole
20,2,-3,pothole
12,-1,0,smooth
14,-4,-2,pothole
15,5,1,pothole
3,6,-1,smooth
14,3,1,pothole
18,-1,1,smooth
15,4,1,smooth
1,2,-2,pothole
8,1,-1,smooth
9,-2,-1,smooth
15,8,1,pothole
24,0,-2,pothole
11,-2,-1,smooth
6,4,0,smooth
7,-4,1,smooth
4,1,-6,smooth
7,14,2,pothole
5,-10,0,pothole
25,-7,-1,smooth
18,-12,4,pothole
11,0,-2,smooth
7,-7,-2,pothole
17,0,-1,smooth
7,-6,0,pothole
9,-4,-1,pothole
-13,13,0,pothole
2,1,-4,pothole
14,-6,-1,smooth
16,3,-2,pothole
7,1,1,smooth
-4,6,19,smooth
7,-1,-1,smooth
6,3,-1,smooth
-5,-1,0,smooth
7,-6,-1,pothole
2,4,-4,smooth
3,2,1,smooth
7,-3,2,smooth
17,10,-1,pothole
20,1,0,smooth
11,3,-1,pothole
7,-2,-1,smooth
10,1,0,smooth
23,-6,-3,smooth
3,1,-2,smooth
5,-5,-3,smooth
16,11,5,smooth
18,5,0,pothole
3,4,-1,smooth
14,-4,-5,smooth
15,3,0,smooth
5,-1,-2,smooth
12,-2,-1,pothole
20,5,3,smooth
11,-1,-2,pothole
3,13,-2,pothole
12,7,-1,smooth
10,-6,0,pothole
10,1,-1,smooth
2,4,-2,smooth
3,-1,-1,smooth
9,-1,-3,pothole
2,-2,-1,smooth
11,5,0,smooth
4,-3,0,smooth
7,7,2,pothole
15,-3,6,smooth
2,-4,-2,smooth
9,0,1,pothole
2,8,0,smooth
5,-5,-1,pothole
9,14,16,smooth
11,-2,0,smooth
8,4,-1,pothole
3,-3,-3,smooth
23,13,-4,pothole
7,8,4,pothole
8,3,0,smooth
8,-2,0,smooth
5,0,-1,smooth
12,10,-2,smooth
10,-5,0,pothole
3,3,1,smooth
3,-5,1,smooth
13,-7,-2,smooth
6,1,-2,smooth
11,-5,0,smooth
6,-3,-1,smooth
8,-7,-1,smooth
1,-6,-2,smooth
12,5,1,smooth
9,1,-1,smooth
9,0,5,pothole
6,-8,-1,smooth
15,-2,6,pothole
5,3,1,pothole
12,-4,-1,smooth
3,1,1,smooth
3,1,-1,smooth
13,-1,-8,smooth
6,3,2,pothole
1,-4,-1,smooth
11,-4,-1,smooth
4,2,0,pothole
8,-4,-1,smooth
9,9,-4,smooth
7,5,0,smooth
6,-4,-1,pothole
10,-2,-6,smooth
11,3,-2,pothole
4,0,0,smooth
8,3,-1,pothole
9,8,0,pothole
3,-1,4,smooth
15,14,0,smooth
4,2,0,smooth
8,1,-1,smooth
3,-2,-1,smooth
16,20,6,smooth
1,0,3,smooth
11,4,-1,smooth
14,6,-2,pothole
9,0,0,pothole
6,5,-1,smooth
12,-1,-1,smooth
2,-15,1,pothole
5,0,-1,smooth
1,16,-1,smooth
19,-9,2,pothole
5,-10,0,smooth
4,-3,0,smooth
16,-3,-3,pothole
-2,3,-1,pothole
0,3,-1,smooth
8,-2,0,smooth
14,0,1,smooth
7,-10,1,pothole
6,-3,2,pothole
6,-8,0,smooth
3,0,-1,smooth
7,7,2,pothole
18,2,-2,smooth
-1,-8,1,pothole
15,-8,-3,smooth
6,-3,-1,smooth
6,-9,-1,pothole
-4,-1,0,smooth
6,-4,-1,smooth
8,-4,-1,pothole
8,-3,4,smooth
-1,-9,-1,smooth
-3,-6,-1,smooth
15,-4,-2,smooth
4,13,-7,pothole
-10,1,-2,smooth
15,2,1,smooth
7,0,0,smooth
6,1,-2,smooth
5,-1,-1,smooth
7,-2,0,smooth
9,-12,0,pothole
6,4,-4,smooth
11,1,-1,smooth
12,-6,-1,smooth
7,-7,0,smooth
-6,-2,-1,pothole
14,4,-1,pothole
17,-10,1,smooth
0,-5,-5,smooth
-2,-4,-7,smooth
3,9,-2,smooth
19,10,-3,smooth
9,2,0,smooth
11,-4,-1,smooth
5,11,-3,smooth
5,5,-3,smooth
12,0,0,pothole
15,5,-2,smooth
-3,-1,-2,smooth
19,-2,5,smooth
6,9,-3,smooth
5,-1,-1,pothole
17,-5,-1,smooth
8,9,0,pothole
2,15,4,smooth
6,0,-3,smooth
14,-1,1,smooth
-7,5,0,smooth
12,27,-4,pothole
0,14,10,smooth
4,-5,0,smooth
4,-7,-2,smooth
-3,-3,3,smooth
12,5,-3,smooth
8,1,-1,smooth
3,10,-6,pothole
-4,-7,-4,smooth
9,-3,-1,smooth
0,2,-2,smooth
8,-5,-6,smooth
9,-24,-19,smooth
7,1,-1,smooth
7,2,1,pothole
9,-2,0,smooth
12,-1,-2,smooth
14,4,-1,smooth
3,12,-2,pothole
9,8,0,pothole
10,-7,-2,smooth
14,0,2,pothole
5,3,-1,pothole
11,-2,0,smooth
-6,-7,-7,smooth
5,-1,4,smooth
-2,1,1,pothole
4,3,2,pothole
15,1,-4,pothole
4,0,-1,smooth
8,2,-2,smooth
6,-4,-1,pothole
15,-1,4,smooth
8,2,-2,pothole
8,1,2,smooth
-3,3,-1,smooth
11,3,-1,pothole
3,-3,2,pothole
11,-1,-3,pothole
4,2,0,smooth
17,3,2,smooth
13,-1,-1,smooth
-1,5,0,smooth
10,5,-2,pothole
10,2,-4,pothole
4,-1,-5,pothole
12,2,1,smooth
7,4,-3,pothole
11,4,-1,pothole
9,-13,-3,smooth
9,4,-1,smooth
11,-4,0,smooth
4,7,-10,pothole
8,-7,-2,smooth
2,-4,-8,smooth
2,0,0,pothole
2,-5,1,smooth
7,6,-6,smooth
7,-4,-1,pothole
7,7,-1,pothole
10,8,-3,smooth
-6,16,-2,pothole
1,0,-1,smooth
9,-5,7,pothole
12,1,-4,smooth
11,5,-5,pothole
2,-3,4,smooth
14,-7,0,smooth
5,-4,-1,pothole
13,-6,0,pothole
-2,-1,-3,smooth
8,-2,2,pothole
17,4,-3,pothole
14,0,-1,pothole
24,-3,1,smooth
7,-2,-1,pothole
3,2,-2,pothole
-15,5,0,pothole
8,-5,-10,smooth
23,-3,-4,pothole
11,-2,0,smooth
13,5,1,pothole
6,-1,-7,smooth
8,9,-5,smooth
-2,4,0,smooth
1,7,-1,smooth
3,6,0,smooth
7,5,0,smooth
11,-4,-3,smooth
0,-2,12,pothole
10,-6,-2,smooth
8,-4,2,smooth
6,-2,1,smooth
2,5,0,pothole
-6,12,-6,smooth
12,-2,-2,smooth
-1,4,-1,smooth
-3,2,1,smooth
14,4,0,smooth
11,1,0,smooth
7,-1,-4,smooth
4,3,-3,smooth
9,1,1,pothole
7,-4,-1,smooth
7,1,0,smooth
19,-6,1,pothole
4,8,-3,smooth
9,3,-1,smooth
20,4,-2,smooth
8,-12,0,pothole
21,2,2,smooth
6,8,-1,smooth
3,-5,1,smooth
0,-7,0,smooth
1,7,-3,pothole
14,-5,1,smooth
13,2,0,smooth
17,3,-1,smooth
9,-16,2,smooth
4,0,1,smooth
11,-3,8,pothole
17,0,1,smooth
10,-7,0,pothole
9,-3,0,pothole
4,-6,-7,smooth
13,-1,-2,smooth
13,-6,0,smooth
5,1,-1,smooth
0,4,-2,pothole
20,-2,-1,smooth
2,3,-3,smooth
-7,-15,2,pothole
7,3,-1,smooth
5,6,-1,smooth
4,-9,0,smooth
6,1,-1,smooth
4,0,0,pothole
6,-3,-2,pothole
7,-7,-8,smooth
-1,10,0,smooth
12,4,-1,smooth
15,0,-5,smooth
3,-4,-2,smooth
10,8,-3,smooth
6,-3,-1,smooth
10,-2,-1,pothole
7,-4,0,smooth
9,-17,2,pothole
0,12,-4,pothole
11,-4,-2,smooth
-3,2,-3,pothole
19,7,1,smooth
12,6,-1,smooth
5,9,-7,pothole
17,3,0,smooth
2,3,1,smooth
5,1,-1,smooth
19,5,-3,smooth
-4,5,-1,smooth
3,1,-1,smooth
2,-6,0,smooth
3,-3,3,pothole
-3,-17,1,pothole
5,0,-5,smooth
-1,2,-1,smooth
14,-9,-3,smooth
0,-1,0,smooth
13,2,-4,pothole
7,-2,-1,smooth
11,-11,-1,pothole
13,-4,0,smooth
3,1,-1,smooth
18,3,-4,smooth
10,12,-1,pothole
1,-10,0,smooth
6,5,1,smooth
13,5,-2,smooth
9,-5,1,pothole
11,-13,-2,smooth
6,1,-8,smooth
8,-5,-2,pothole
10,4,-3,pothole
13,1,-1,pothole
4,5,2,smooth
5,-3,-2,smooth
12,-7,1,smooth
-3,-4,-2,smooth
18,4,2,pothole
6,6,-4,smooth
5,-1,-2,pothole
16,-2,3,pothole
12,-3,-2,pothole
0,-16,2,smooth
11,-7,0,pothole
6,-1,-1,smooth
-2,0,-2,smooth
10,-4,-2,pothole
11,-5,-1,smooth
7,1,-1,smooth
1,6,-1,smooth
9,-4,1,pothole
13,-19,-26,smooth
0,4,-1,smooth
14,-5,-1,pothole
21,15,1,smooth
9,7,-3,smooth
1,-6,0,smooth
6,-1,0,smooth
6,0,-1,pothole
8,-9,-6,smooth
1,-4,1,smooth
11,-4,0,smooth
5,5,-2,pothole
17,-8,2,pothole
1,0,0,pothole
9,0,0,smooth
10,4,-2,smooth
11,-3,0,pothole
6,8,0,pothole
7,1,-1,smooth
9,1,0,smooth
18,10,0,pothole
9,1,-1,smooth
4,-4,0,smooth
4,-1,-1,pothole
8,2,-3,pothole
6,2,-2,smooth
-1,2,2,smooth
12,-8,0,smooth
9,1,-4,smooth
13,8,-7,pothole
9,-8,1,smooth
4,3,0,pothole
17,5,-2,smooth
3,12,-1,smooth
9,-4,-2,pothole
1,6,0,smooth
9,0,-3,smooth
1,-5,-1,smooth
11,-7,0,pothole
8,5,1,pothole
2,-1,12,smooth
7,2,0,smooth
8,-7,-3,pothole
5,0,-1,smooth
1,17,0,pothole
11,-2,-1,pothole
13,-1,0,smooth
8,4,-2,smooth
12,-3,-1,smooth
15,0,2,smooth
26,-7,2,smooth
9,-2,-1,smooth
13,-2,-5,smooth
5,-2,-1,smooth
4,-6,-1,pothole
19,6,-3,smooth
14,-23,-20,smooth
16,-2,-1,smooth
27,-5,1,pothole
-1,-9,-5,smooth
-1,-10,0,smooth
3,-1,-1,smooth
8,-1,1,smooth
11,9,-3,smooth
14,2,-4,pothole
6,0,0,smooth
11,-5,0,smooth
8,-5,0,smooth
7,6,0,pothole
17,8,-2,smooth
2,4,-4,pothole
-2,5,1,pothole
15,-1,1,pothole
3,9,-2,smooth
7,-4,-1,pothole
11,8,-1,smooth
8,7,-1,pothole
11,1,-1,smooth
1,-9,-3,smooth
6,4,-2,smooth
4,1,0,smooth
4,-19,-3,pothole
-3,-2,-1,pothole
12,4,-4,pothole
3,2,-1,pothole
6,-6,0,pothole
17,-4,1,pothole
17,10,3,pothole
3,8,0,smooth
21,-4,-7,smooth
0,-3,-2,pothole
9,-3,-1,smooth
14,-3,0,smooth
15,3,2,smooth
9,0,-1,smooth
23,-4,1,smooth
4,-3,-2,pothole
13,-7,1,smooth
4,1,1,pothole
-3,8,-2,smooth
-1,9,1,pothole
6,10,-1,smooth
5,0,-3,smooth
17,-10,-21,smooth
4,-10,-1,smooth
16,-4,-1,smooth
9,1,-2,pothole
12,-7,0,smooth
1,-2,-1,smooth
7,2,0,pothole
9,0,3,smooth
3,5,-1,smooth
8,4,0,pothole
5,3,1,smooth
-12,3,-4,smooth
15,-2,-4,smooth
11,0,-3,smooth
5,-1,2,pothole
11,-10,-1,pothole
9,-3,0,pothole
6,2,-1,smooth
8,-2,1,pothole
-3,2,-1,pothole
2,3,-1,smooth
11,-2,-1,smooth
12,-5,-1,smooth
12,-2,1,pothole
11,-8,-1,pothole
-6,3,-3,smooth
11,-1,0,smooth
2,-1,-1,smooth
9,4,-2,pothole
7,4,-1,pothole
5,2,0,smooth
9,3,-6,smooth
15,2,-2,pothole
8,-8,-2,smooth
15,-7,1,smooth
1,2,-1,smooth
12,-6,0,smooth
2,2,-1,pothole
13,-4,0,smooth
2,-1,0,smooth
10,-5,-1,smooth
14,1,-1,pothole
11,-1,-1,smooth
7,-4,-4,pothole
9,0,-1,smooth
11,-2,2,pothole
18,0,-1,smooth
6,-1,0,smooth
11,3,-2,smooth
11,1,-1,smooth
13,5,-2,smooth
11,6,3,smooth
4,7,-1,pothole
5,5,-1,pothole
13,-4,-3,smooth
10,-3,-1,pothole
2,12,-2,smooth
0,-6,3,pothole
1,-5,-1,smooth
14,0,0,smooth
11,1,0,smooth
16,-9,1,smooth
7,-1,-2,smooth
9,2,-1,smooth
7,4,-1,smooth
8,6,0,smooth
13,1,-1,smooth
11,-4,-1,smooth
2,2,-2,pothole
15,-9,1,smooth
2,4,-3,smooth
9,5,1,smooth
3,9,1,smooth
7,-1,0,smooth
8,1,0,smooth
2,-5,1,smooth
7,2,1,smooth
11,-6,0,pothole
6,3,0,smooth
5,-21,-19,smooth
11,-4,0,pothole
10,-3,-3,pothole
7,-2,0,pothole
13,3,-2,smooth
5,3,-1,smooth
7,2,-5,pothole
9,-2,4,pothole
14,-14,-18,smooth
12,5,-1,pothole
18,-10,-2,smooth
3,1,-1,smooth
10,-14,0,pothole
-2,6,-1,smooth
1,8,0,smooth
4,1,-1,smooth
7,8,-2,pothole
10,-8,-2,pothole
2,-14,3,smooth
3,-3,0,smooth
7,-2,1,smooth
17,8,0,smooth
-6,-10,-1,smooth
16,2,0,smooth
0,2,-5,smooth
3,3,-1,smooth
11,-1,-1,smooth
10,4,0,pothole
15,0,1,smooth
5,2,-1,smooth
9,6,-2,pothole
9,11,-2,smooth
8,2,0,smooth
5,-6,0,smooth
7,9,-1,smooth
15,-6,0,pothole
-4,11,-7,smooth
12,1,3,pothole
12,-4,1,smooth
5,9,-2,smooth
4,-5,0,smooth
12,-13,0,pothole
3,0,-6,smooth
10,-5,-2,smooth
0,-6,3,smooth
14,-3,-1,smooth
1,-2,-1,smooth
10,-9,0,pothole
13,2,-2,smooth
4,-12,-2,smooth
6,-4,-1,pothole
17,-10,1,smooth
11,1,0,smooth
5,-8,3,pothole
10,-5,-3,smooth
26,5,1,pothole
7,-1,0,smooth
14,0,-1,pothole
17,-11,-3,smooth
