X,Y,Z,Label
9,-6,0,smooth
9,-5,1,smooth
9,1,0,smooth
4,-5,-1,smooth
1,5,-3,smooth
2,11,-4,smooth
12,-3,1,smooth
8,0,-1,smooth
10,-15,0,smooth
4,-6,-1,smooth
12,-5,-1,smooth
6,1,-1,smooth
7,-1,-2,smooth
5,3,-2,smooth
2,-5,-2,smooth
1,-1,1,smooth
17,-4,1,smooth
9,-8,0,smooth
14,-3,-1,smooth
3,7,-1,smooth
5,9,0,smooth
20,7,2,smooth
-1,1,0,smooth
1,-15,4,smooth
15,-13,5,smooth
-1,-10,0,smooth
9,16,-1,smooth
1,16,-3,smooth
-1,10,0,smooth
9,-8,3,pothole
5,-11,-1,pothole
1,-8,0,pothole
4,-13,1,pothole
11,-14,1,pothole
7,14,-4,pothole
1,20,-4,pothole
-8,-4,0,smooth
6,-14,2,pothole
15,-10,-2,pothole
27,1,-2,pothole
14,11,-3,pothole
0,-3,-2,pothole
8,-6,-2,pothole
18,2,-1,pothole
-2,-2,-2,pothole
2,-15,1,pothole
-5,-7,-1,pothole
15,0,-3,pothole
1,2,-2,pothole
-10,4,-2,pothole
18,-2,0,pothole
28,8,-1,pothole
28,2,-2,pothole
16,5,0,pothole
-2,9,-3,pothole
-5,-11,-1,pothole
22,-4,-1,pothole
22,0,-2,smooth
-4,7,-3,pothole
9,8,0,pothole
23,-3,-2,pothole
15,-11,2,pothole
18,1,-1,pothole
14,13,-2,pothole
14,10,-3,pothole
12,8,-1,pothole
1,0,-4,pothole
1,5,-1,pothole
-5,-8,-2,pothole
-3,-17,1,pothole
-3,-2,-1,pothole
-6,-4,-3,pothole
-3,3,-3,pothole
6,3,-4,pothole
9,1,-1,pothole
35,7,-2,pothole
10,5,-2,pothole
9,-5,0,pothole
20,-9,-2,pothole
22,5,-2,pothole
21,-3,-1,pothole
24,0,-2,pothole
7,8,-2,pothole
8,-1,-2,pothole
10,1,-2,pothole
11,0,0,pothole
5,13,-2,pothole
3,-11,-1,pothole
16,-7,1,pothole
10,-1,-2,pothole
14,5,-1,pothole
14,7,-3,pothole
10,-6,-1,smooth
21,-2,-1,smooth
0,4,-2,smooth
10,-5,-2,smooth
4,3,-3,smooth
10,4,-1,smooth
8,1,-1,smooth
3,-6,-2,smooth
-3,0,-3,smooth
8,-9,1,smooth
17,5,-2,smooth
11,2,-2,smooth
13,3,-2,smooth
24,-14,1,smooth
10,8,-3,smooth
12,-7,0,smooth
3,-2,-3,smooth
16,6,-2,smooth
9,4,-1,smooth
9,5,-2,smooth
6,8,-1,smooth
24,-1,0,smooth
24,0,-1,smooth
-4,7,-3,smooth
15,-9,1,smooth
12,-6,-1,smooth
16,0,-1,smooth
11,9,-3,smooth
11,-11,1,smooth
